STD-ID,SUB-ID,REGIS-TYPE,CREDIT,SEC,GRADE,YEAR,SEMESTER
62…149,3751111,C,3,700,A,64,0
62…149,1387103,C,3,700,A,64,0
62…156,1132101,C,3,700,B,64,0
62…156,1355201,C,3,701,B,64,0
62…158,1420112,C,3,700,B,64,0
62…158,1387103,C,3,700,B+,64,0
62…164,1387103,C,3,700,A,64,0
62…164,1420112,C,3,700,B,64,0
62…166,1420112,C,3,700,C,64,0
62…167,2714101,C,3,700,A,64,0
62…167,1355201,C,3,701,A,64,0
62…169,3751111,C,3,700,A,64,0
62…169,2714101,C,3,700,A,64,0
62…170,1387103,C,3,700,A,64,0
62…170,1403117,C,3,700,C,64,0
62…172,1371111,C,1,700,A,64,0
62…172,1387103,C,3,700,A,64,0
62…172,1420112,C,3,700,B,64,0
62…173,3751111,C,3,700,A,64,0
62…173,2714101,C,3,700,A,64,0
62…176,1355201,C,3,700,B+,64,0
62…176,1132101,C,3,700,C,64,0
62…177,2714101,C,3,700,A,64,0
62…177,1355201,C,3,701,B+,64,0
62…180,1387103,C,3,700,A,64,0
62…180,1420112,C,3,700,B,64,0
62…189,1132101,C,3,700,B,64,0
62…189,1355201,C,3,701,B,64,0
62…193,1132101,C,3,700,A,64,0
62…193,1420112,C,3,700,B,64,0
62…197,1132101,C,3,700,B+,64,0
62…197,1417168,C,3,700,F,64,0
62…201,1355201,C,3,701,C,64,0
62…201,1417168,C,3,700,F,64,0
62…204,1420112,C,3,700,B,64,0
62…204,1387103,C,3,700,B+,64,0
62…210,3751111,C,3,700,A,64,0
62…210,2714101,C,3,700,A,64,0
62…212,3751111,C,3,700,A,64,0
62…212,2714101,C,3,700,A,64,0
62…213,1420112,C,3,700,B,64,0
62…213,1132101,C,3,700,B+,64,0
