STD-ID,SUB-ID,REGIS-TYPE,CREDIT,SEC,GRADE,YEAR,SEMESTER
60…1,001999212,C,3,701,A,60,2
60…1,001175165,C,1,711,A,60,2
60…1,002204122,C,1,711,B+,60,2
60…1,001999213,C,3,702,B+,60,2
60…1,002204121,C,3,700,C+,60,2
60…1,001417167,C,3,700,D,60,2
60…1,002204172,C,1,711,D,60,2
60…1,002204111,C,3,700,D+,60,2
60…2,001175165,C,1,711,A,60,2
60…2,003751111,C,3,700,B,60,2
60…2,001999033,C,3,703,B,60,2
60…2,002204122,C,1,711,B+,60,2
60…2,001420114,C,1,715,B+,60,2
60…2,002204172,C,1,711,B+,60,2
60…2,002204121,C,3,700,C+,60,2
60…2,002204111,C,3,700,C+,60,2
60…2,001420112,C,3,700,D+,60,2
60…2,001417168,C,3,702,D+,60,2
60…3,001999212,C,3,701,A,60,2
60…3,002204122,C,1,711,B,60,2
60…3,001999213,C,3,702,B+,60,2
60…3,002204121,C,3,700,C,60,2
60…3,001417168,C,3,702,D,60,2
60…3,001417167,C,3,700,D+,60,2
60…3,002204111,C,3,700,D+,60,2
60…3,002204101,A,3,701,P,60,2
60…4,002204122,C,1,711,A,60,2
60…4,001175126,C,1,711,A,60,2
60…4,002204121,C,3,700,B,60,2
60…4,001420114,C,1,715,B+,60,2
60…4,001417168,C,3,702,C,60,2
60…4,002204111,C,3,700,C,60,2
60…4,003751111,C,3,700,C+,60,2
60…4,001420112,C,3,700,D,60,2
60…4,002204172,C,1,711,D+,60,2
60…5,001175165,C,1,711,A,60,2
60…5,002204121,C,3,700,B,60,2
60…5,001420114,C,1,715,B,60,2
60…5,002204122,C,1,711,B+,60,2
60…5,001417168,C,3,702,C,60,2
60…5,002204111,C,3,700,C,60,2
60…5,003751111,C,3,700,C+,60,2
60…5,001999033,C,3,703,C+,60,2
60…5,002204172,C,1,711,C+,60,2
60…5,001420112,C,3,700,W,60,2
60…6,002204122,C,1,711,A,60,2
60…6,001999212,C,3,701,A,60,2
60…6,001420114,C,1,715,A,60,2
60…6,001175126,C,1,711,A,60,2
60…6,002204121,C,3,700,B,60,2
60…6,002204111,C,3,700,C,60,2
60…6,003751111,C,3,700,C+,60,2
60…6,001417168,C,3,702,C+,60,2
60…6,002204172,C,1,711,C+,60,2
60…6,001420112,C,3,700,D+,60,2
60…7,001420114,C,1,715,A,60,2
60…7,001175165,C,1,711,A,60,2
60…7,002204122,C,1,711,B+,60,2
60…7,003751111,C,3,700,C,60,2
60…7,002204111,C,3,700,C,60,2
60…7,002204121,C,3,700,C+,60,2
60…7,002204172,C,1,711,D,60,2
60…7,001420112,C,3,700,F,60,2
60…7,001417168,C,3,702,F,60,2
60…8,001175111,C,1,711,A,60,2
60…8,002204122,C,1,711,A,60,2
60…8,002204172,C,1,711,A,60,2
60…8,002204121,C,3,700,B,60,2
60…8,001999213,C,3,702,C,60,2
60…8,002204111,C,3,700,C,60,2
60…8,001420111,C,3,700,F,60,2
60…8,001417168,C,3,702,W,60,2
60…9,003751111,C,3,700,A,60,2
60…9,001420114,C,1,715,A,60,2
60…9,001175165,C,1,711,A,60,2
60…9,001999033,C,3,703,B+,60,2
60…9,001417168,C,3,702,C,60,2
