STD-ID,SUB-ID,REGIS-TYPE,CREDIT,SEC,GRADE,YEAR,SEMESTER
60…1,001420112,C,3,700,D,62,0
60…3,001420112,C,3,700,F,62,0
60…5,001420112,C,3,700,C,62,0
60…7,001371111,C,1,700,B,62,0
60…7,001420112,C,3,700,D,62,0
60…13,001459101,C,3,700,A,62,0
60…13,002714101,C,3,700,A,62,0
60…18,001371111,C,1,700,A,62,0
60…18,001459101,C,3,700,A,62,0
60…18,002714101,C,3,700,B+,62,0
60…21,002714101,C,3,700,A,62,0
60…23,001355201,C,3,700,B+,62,0
60…23,002714101,C,3,700,B+,62,0
60…28,001420112,C,3,700,D,62,0
60…31,001355201,C,3,700,A,62,0
60…31,002714101,C,3,700,B+,62,0
60…34,001420112,C,3,700,D+,62,0
60…36,001420112,C,3,700,C,62,0
60…40,002714101,C,3,700,B+,62,0
60…43,001420112,C,3,700,C,62,0
60…45,001355208,C,3,845,A,62,0
60…45,001417168,C,3,845,D,62,0
60…46,002714101,C,3,845,A,62,0
60…46,001417168,C,3,845,D,62,0
60…48,002714101,C,3,845,A,62,0
60…48,001355208,C,3,845,B+,62,0
60…50,002714101,C,3,845,B+,62,0
60…51,001355208,C,3,845,B,62,0
60…51,002714101,C,3,845,B+,62,0
60…52,002714101,C,3,845,B+,62,0
60…52,001417168,C,3,845,D,62,0
60…53,002714101,C,3,845,B+,62,0
60…53,001355208,C,3,845,B+,62,0
60…54,002714101,C,3,845,A,62,0
60…55,002714101,C,3,845,A,62,0
60…55,001355208,C,3,845,A,62,0
60…56,001387102,C,3,845,B+,62,0
60…56,001355208,C,3,845,B+,62,0
60…57,002714101,C,3,845,A,62,0
60…57,001417168,C,3,845,D,62,0
60…59,001355208,C,3,845,A,62,0
60…59,002714101,C,3,845,B+,62,0
60…61,002714101,C,3,845,A,62,0
60…61,001417168,C,3,845,D,62,0
60…62,001355208,C,3,845,A,62,0
60…62,002714101,C,3,845,B+,62,0
60…64,002714101,C,3,845,A,62,0
60…64,001417168,C,3,845,D,62,0
60…65,002714101,C,3,845,B+,62,0
60…65,001417168,C,3,845,D,62,0
60…66,002714101,C,3,845,A,62,0
60…66,001417168,C,3,845,D,62,0
60…67,002714101,C,3,845,A,62,0
60…67,001417168,C,3,845,F,62,0
60…68,001355208,C,3,845,B+,62,0
60…68,001417168,C,3,845,D+,62,0
60…70,002714101,C,3,845,A,62,0
60…70,001355208,C,3,845,B+,62,0
60…74,002714101,C,3,845,A,62,0
60…74,001417168,C,3,845,D,62,0
60…75,002714101,C,3,845,B+,62,0
60…75,001355208,C,3,845,B+,62,0
60…76,001355208,C,3,845,A,62,0
60…76,002714101,C,3,845,B+,62,0
60…77,002714101,C,3,845,A,62,0
60…77,001417168,C,3,845,D,62,0
60…78,002714101,C,3,845,A,62,0
60…78,001403117,C,3,845,C+,62,0
60…79,001355208,C,3,845,B+,62,0
60…79,001417168,C,3,845,F,62,0
60…80,001355208,C,3,845,A,62,0
60…80,001417168,C,3,845,F,62,0
60…81,001355208,C,3,845,B,62,0
60…82,001355208,C,3,845,A,62,0
60…82,002714101,C,3,845,B+,62,0
60…83,001355208,C,3,845,C+,62,0
60…83,001417168,C,3,845,D,62,0
60…84,001355208,C,3,845,B,62,0
60…84,002714101,C,3,845,B+,62,0
60…85,002714101,C,3,845,A,62,0
60…85,001417168,C,3,845,D,62,0
