STD-ID,SUB-ID,REGIS-TYPE,CREDIT,SEC,GRADE,YEAR,SEMESTER
61…88,001999033,C,3,700,B,62,1
61…88,001999213,C,3,701,B+,62,1
61…88,001999011,C,3,700,B+,62,1
61…88,001403114,C,1,721,C,62,1
61…88,002204221,C,3,700,D,62,1
61…88,001417167,C,3,701,F,62,1
61…88,002204231,C,3,700,W,62,1
61…89,001999012,C,3,701,A,62,1
61…89,002204231,C,3,700,A,62,1
61…89,001403114,C,1,721,B,62,1
61…89,001403117,C,3,703,B,62,1
61…89,001417267,C,3,700,B,62,1
61…89,002204221,C,3,700,B,62,1
61…89,002204271,C,3,700,B+,62,1
61…90,002999044,C,3,701,A,62,1
61…90,001999141,C,3,701,A,62,1
61…90,002717011,C,3,701,B+,62,1
61…90,001403117,C,3,700,C,62,1
61…90,001420111,C,3,701,D+,62,1
61…90,001403114,C,1,721,D+,62,1
61…90,002204221,C,3,700,D+,62,1
61…90,002204231,C,3,700,F,62,1
61…91,001999033,C,3,700,A,62,1
61…91,001999213,C,3,701,B+,62,1
61…91,002204221,C,3,700,C+,62,1
61…91,001417167,C,3,701,D,62,1
61…91,001403114,C,1,721,D+,62,1
61…91,002204231,C,3,700,F,62,1
61…92,001403114,C,1,722,D,62,1
61…92,001355113,C,3,702,D,62,1
61…92,001403117,C,3,703,D+,62,1
61…92,002204271,C,3,700,D+,62,1
61…92,001417267,C,3,700,D+,62,1
61…92,002204221,C,3,700,D+,62,1
61…92,002204231,C,3,700,W,62,1
61…93,001999213,C,3,701,B+,62,1
61…93,001999033,C,3,700,B+,62,1
61…93,001999011,C,3,700,C+,62,1
61…93,001403114,C,1,721,D+,62,1
61…93,002204171,C,3,700,D+,62,1
61…93,001417167,C,3,701,F,62,1
61…93,002204221,C,3,700,F,62,1
61…94,001999011,C,3,700,A,62,1
61…94,001999213,C,3,701,B+,62,1
61…94,001999033,C,3,700,B+,62,1
61…94,002204171,C,3,700,C,62,1
61…94,002204221,C,3,700,D,62,1
61…94,001403114,C,1,721,D+,62,1
61…94,002204231,C,3,700,W,62,1
61…95,001355208,C,3,700,A,62,1
61…95,001999141,C,3,702,A,62,1
